0,0.9459330441460326,0.0010302870775500748,0.3285057742459344,0.0003327699969532343,0.32202472679363364,0.00032712479467259675
1,0.9376310163757497,0.0011016976198884908,0.34229569259576265,0.00033617667525091436,0.3356850451128704,0.0003306092017037893
2,0.9434424358149478,0.0010523619745422398,0.33354233233853825,0.00033405138965627283,0.32700116066142015,0.0003284306880474266
3,0.939457462485212,0.0010865030886976902,0.3423433825208894,0.00033618790403497725,0.3356884761221361,0.0003306100375046491
4,0.9364687324879102,0.0011112262600801227,0.33596899652867546,0.0003346534428046431,0.3295352060762194,0.0003290794965315945
5,0.9389800958884208,0.0010905009514262693,0.3430587313977917,0.00033635588349067666,0.3363982048959522,0.00033078250848205063
6,0.9356177746414561,0.0011181351984084747,0.3449542804217797,0.0003367969061339964,0.33832839267999076,0.0003312473387461641
7,0.9338120836014197,0.00113261209418738,0.3556016837053566,0.0003391646809100703,0.3487669932987488,0.0003336551373020042
8,0.9390838712355493,0.0010896334678339955,0.3393293792528746,0.00033547081695547493,0.3327544730557941,0.00032988814745820637
9,0.9414291940806542,0.0010697850539763275,0.33733794837942105,0.00033498870789004995,0.3307546847980802,0.000329387866654963

0,0.9460575745625869,0.0010291676198833522,0.3296633844284865,0.00033306833443818,0.32315205840950173,0.0003274243281159314
1,0.9403499304705174,0.0010789773318561225,0.33661406551591716,0.00033481181622495337,0.3300733843867512,0.00032921589447392933
2,0.936198916585376,0.0011134230021113292,0.34726699079082446,0.00033732696387224416,0.34057276288392996,0.00033178009136343743
3,0.9380461177642639,0.001098268312379527,0.33505987595599473,0.0003344290532503895,0.32861030400702673,0.00032884394521844
4,0.9368838338764243,0.0011078354880653652,0.33957837086195775,0.00033553062975277847,0.3330495398526431,0.0003299613962563173
5,0.9471991033810008,0.0010188338908531315,0.32629245972083826,0.00033219320184620625,0.31983378230540294,0.00032653641569357585
6,0.9440028226894419,0.0010474464026253576,0.3312582359245696,0.00033347561585379934,0.3247577707458426,0.00032784721497321776
7,0.9473443888669808,0.0010175092537405316,0.32170418692442654,0.0003309706191578111,0.3153504334835135,0.0003253065518989385
8,0.9436084763703535,0.0010509085523786549,0.33510605988348596,0.0003344404859287565,0.3285240386312038,0.0003288219017937874
9,0.9380461177642639,0.001098268312379527,0.3375728840105721,0.0003350459291173302,0.3310639657761727,0.0003294656770871529
